dex_index,species_key,name,type1,type2,ability1,ability2,hp,attack,defense,sp_attack,sp_defense,speed,bst,catch_rate,gender_ratio,egg_group1,egg_group2,in_regional_dex,regional_dex_number,generation,keep,first_region_encountered,notes,count
164,SPECIES_NOCTOWL,Noctowl,Normal,Flying,Insomnia,Keen Eye,100,50,50,86,96,70,452,90,127,Flying,Flying,TRUE,16,2,Yes,Johto,,1
165,SPECIES_LEDYBA,Ledyba,Bug,Flying,Swarm,Early Bird,40,20,30,40,80,55,265,255,127,Bug,Bug,TRUE,30,2,Yes,Johto,,1
166,SPECIES_LEDIAN,Ledian,Bug,Flying,Swarm,Early Bird,55,35,50,55,110,85,390,90,127,Bug,Bug,TRUE,31,2,Yes,Johto,,1
167,SPECIES_SPINARAK,Spinarak,Bug,Poison,Swarm,Insomnia,40,60,40,40,40,30,250,255,127,Bug,Bug,TRUE,32,2,Yes,Johto,,1
168,SPECIES_ARIADOS,Ariados,Bug,Poison,Swarm,Insomnia,70,90,70,60,70,40,400,90,127,Bug,Bug,TRUE,33,2,Yes,Johto,,1
169,SPECIES_CROBAT,Crobat,Poison,Flying,Inner Focus,,85,90,80,70,80,130,535,90,127,Flying,Flying,TRUE,39,2,No,Johto,,1
170,SPECIES_CHINCHOU,Chinchou,Water,Electric,Volt Absorb,Illuminate,75,38,38,56,56,67,330,190,127,Water 2,Water 2,TRUE,176,2,Yes,Johto,,1
171,SPECIES_LANTURN,Lanturn,Water,Electric,Volt Absorb,Illuminate,125,58,58,76,76,67,460,75,127,Water 2,Water 2,TRUE,177,2,Yes,Johto,,1
172,SPECIES_PICHU,Pichu,Electric,,Static,,20,40,15,35,35,60,205,190,127,Undiscovered,Undiscovered,TRUE,21,2,Yes,Johto,,1
173,SPECIES_CLEFFA,Cleffa,Fairy,,Cute Charm,Magic Guard,50,25,28,45,55,15,218,150,190,Undiscovered,Undiscovered,TRUE,40,2,Yes,Johto,,1
174,SPECIES_IGGLYBUFF,Igglybuff,Normal,Fairy,Cute Charm,Competitive,90,30,15,40,20,15,210,170,190,Undiscovered,Undiscovered,TRUE,43,2,Yes,Johto,,1
175,SPECIES_TOGEPI,Togepi,Fairy,,Hustle,Serene Grace,35,20,65,40,65,20,245,190,31,Undiscovered,Undiscovered,TRUE,46,2,Yes,Johto,,1
176,SPECIES_TOGETIC,Togetic,Fairy,Flying,Hustle,Serene Grace,55,40,85,80,105,40,405,75,31,Flying,Fairy,TRUE,47,2,Yes,Johto,,1
177,SPECIES_NATU,Natu,Psychic,Flying,Synchronize,Early Bird,40,50,45,70,45,70,320,190,127,Flying,Flying,TRUE,161,2,Yes,Johto,,1
178,SPECIES_XATU,Xatu,Psychic,Flying,Synchronize,Early Bird,65,75,70,95,70,95,470,75,127,Flying,Flying,TRUE,162,2,Yes,Johto,,1
179,SPECIES_MAREEP,Mareep,Electric,,Static,,55,40,40,65,45,35,280,235,127,Monster,Field,TRUE,53,2,Yes,Johto,,1
180,SPECIES_FLAAFFY,Flaaffy,Electric,,Static,,70,55,55,80,60,45,365,120,127,Monster,Field,TRUE,54,2,Yes,Johto,,1
181,SPECIES_AMPHAROS,Ampharos,Electric,,Static,,90,75,85,115,90,55,510,45,127,Monster,Field,TRUE,55,2,Yes,Johto,,1
182,SPECIES_BELLOSSOM,Bellossom,Grass,,Chlorophyll,,75,80,95,90,100,50,490,45,127,Grass,Grass,TRUE,86,2,Yes,Johto,,1
183,SPECIES_MARILL,Marill,Water,Fairy,Thick Fat,Huge Power,70,20,50,20,50,40,250,190,127,Water 1,Fairy,TRUE,132,2,Yes,Johto,,1
184,SPECIES_AZUMARILL,Azumarill,Water,Fairy,Thick Fat,Huge Power,100,50,80,60,80,50,420,75,127,Water 1,Fairy,TRUE,133,2,Yes,Johto,,1
185,SPECIES_SUDOWOODO,Sudowoodo,Rock,,Sturdy,Rock Head,70,100,115,30,65,30,410,65,127,Mineral,Mineral,TRUE,107,2,Yes,Johto,,1
186,SPECIES_POLITOED,Politoed,Water,,Water Absorb,Damp,90,75,75,90,100,70,500,45,127,Water 1,Water 1,TRUE,75,2,Yes,Johto,,1
187,SPECIES_HOPPIP,Hoppip,Grass,Flying,Chlorophyll,Leaf Guard,35,35,40,35,55,50,250,255,127,Fairy,Grass,TRUE,67,2,Yes,Johto,,1
188,SPECIES_SKIPLOOM,Skiploom,Grass,Flying,Chlorophyll,Leaf Guard,55,45,50,45,65,80,340,120,127,Fairy,Grass,TRUE,68,2,Yes,Johto,,1
189,SPECIES_JUMPLUFF,Jumpluff,Grass,Flying,Chlorophyll,Leaf Guard,75,55,70,55,95,110,460,45,127,Fairy,Grass,TRUE,69,2,Yes,Johto,,1
190,SPECIES_AIPOM,Aipom,Normal,,Run Away,Pickup,55,70,55,40,55,85,360,45,127,Field,Field,TRUE,123,2,Yes,Johto,,1
191,SPECIES_SUNKERN,Sunkern,Grass,,Chlorophyll,Solar Power,30,30,30,30,30,30,180,235,127,Grass,Grass,TRUE,103,2,Yes,Johto,,1
192,SPECIES_SUNFLORA,Sunflora,Grass,,Chlorophyll,Solar Power,75,75,55,105,85,30,425,120,127,Grass,Grass,TRUE,104,2,Yes,Johto,,1
193,SPECIES_YANMA,Yanma,Bug,Flying,Speed Boost,Compound Eyes,65,65,45,75,45,95,390,75,127,Bug,Bug,TRUE,101,2,Yes,Johto,,1
194,SPECIES_WOOPER,Wooper,Water,Ground,Damp,Water Absorb,55,45,45,25,25,15,210,255,127,Water 1,Field,TRUE,56,2,Yes,Johto,,1
195,SPECIES_QUAGSIRE,Quagsire,Water,Ground,Damp,Water Absorb,95,85,85,65,65,35,430,90,127,Water 1,Field,TRUE,57,2,Yes,Johto,,1
196,SPECIES_ESPEON,Espeon,Psychic,,Synchronize,,65,65,60,130,95,110,525,45,31,Field,Field,TRUE,188,2,Yes,Johto,,1
197,SPECIES_UMBREON,Umbreon,Dark,,Synchronize,,95,65,110,60,130,65,525,45,31,Field,Field,TRUE,189,2,Yes,Johto,,1
198,SPECIES_MURKROW,Murkrow,Dark,Flying,Insomnia,Super Luck,60,85,42,85,42,91,405,30,127,Flying,Flying,TRUE,213,2,Yes,Johto,,1
199,SPECIES_SLOWKING,Slowking,Water,Psychic,Oblivious,Own Tempo,95,75,80,100,110,30,490,70,127,Monster,Water 1,TRUE,82,2,Yes,Johto,,1
200,SPECIES_MISDREAVUS,Misdreavus,Ghost,,Levitate,,60,60,60,85,85,85,435,45,127,Amorphous,Amorphous,TRUE,219,2,Yes,Johto,,1
201,SPECIES_UNOWN,Unown,Psychic,,Levitate,,48,72,48,72,48,48,336,225,255,Undiscovered,Undiscovered,TRUE,61,2,Yes,Johto,,1
202,SPECIES_WOBBUFFET,Wobbuffet,Psychic,,Shadow Tag,,190,33,58,33,58,33,405,45,127,Amorphous,Amorphous,TRUE,108,2,Yes,Johto,,1
203,SPECIES_GIRAFARIG,Girafarig,Normal,Psychic,Inner Focus,Early Bird,70,80,65,90,65,85,455,60,127,Field,Field,TRUE,149,2,Yes,Johto,,1
204,SPECIES_PINECO,Pineco,Bug,,Sturdy,,50,65,90,35,35,15,290,190,127,Bug,Bug,TRUE,93,2,Yes,Johto,,1
205,SPECIES_FORRETRESS,Forretress,Bug,Steel,Sturdy,,75,90,140,60,60,40,465,75,127,Bug,Bug,TRUE,94,2,Yes,Johto,,1
206,SPECIES_DUNSPARCE,Dunsparce,Normal,,Serene Grace,Run Away,100,70,70,65,65,45,415,190,127,Field,Field,TRUE,52,2,Yes,Johto,,1
207,SPECIES_GLIGAR,Gligar,Ground,Flying,Hyper Cutter,Sand Veil,65,75,105,35,65,85,430,60,127,Bug,Bug,TRUE,193,2,Yes,Johto,,1
208,SPECIES_STEELIX,Steelix,Steel,Ground,Rock Head,Sturdy,75,85,200,55,65,30,510,25,127,Mineral,Mineral,TRUE,63,2,Yes,Johto,,1
209,SPECIES_SNUBBULL,Snubbull,Fairy,,Intimidate,Run Away,60,80,50,40,40,30,300,190,190,Field,Fairy,TRUE,125,2,Yes,Johto,,1
210,SPECIES_GRANBULL,Granbull,Fairy,,Intimidate,Quick Feet,90,120,75,60,60,45,450,75,190,Field,Fairy,TRUE,126,2,Yes,Johto,,1
211,SPECIES_QWILFISH,Qwilfish,Water,Poison,Poison Point,Swift Swim,65,95,85,55,55,85,440,45,127,Water 2,Water 2,TRUE,163,2,Yes,Johto,,1
212,SPECIES_SCIZOR,Scizor,Bug,Steel,Swarm,Technician,70,130,100,55,80,65,500,25,127,Bug,Bug,TRUE,112,2,Yes,Johto,,1
213,SPECIES_SHUCKLE,Shuckle,Bug,Rock,Sturdy,Gluttony,20,10,230,10,230,5,505,190,127,Bug,Bug,TRUE,168,2,Yes,Johto,,1
214,SPECIES_HERACROSS,Heracross,Bug,Fighting,Swarm,Guts,80,125,75,40,95,85,500,45,127,Bug,Bug,TRUE,114,2,Yes,Johto,,1
215,SPECIES_SNEASEL,Sneasel,Dark,Ice,Inner Focus,Keen Eye,55,95,55,35,75,115,430,60,127,Field,Field,TRUE,218,2,Yes,Johto,,1
216,SPECIES_TEDDIURSA,Teddiursa,Normal,,Pickup,Quick Feet,60,80,50,50,50,40,330,120,127,Field,Field,TRUE,198,2,Yes,Johto,,1
217,SPECIES_URSARING,Ursaring,Normal,,Guts,Quick Feet,90,130,75,75,75,55,500,60,127,Field,Field,TRUE,199,2,Yes,Johto,,1
218,SPECIES_SLUGMA,Slugma,Fire,,Magma Armor,Flame Body,40,40,40,70,40,20,250,190,127,Amorphous,Amorphous,TRUE,216,2,Yes,Johto,,1
219,SPECIES_MAGCARGO,Magcargo,Fire,Rock,Magma Armor,Flame Body,60,50,120,90,80,30,430,75,127,Amorphous,Amorphous,TRUE,217,2,Yes,Johto,,1
220,SPECIES_SWINUB,Swinub,Ice,Ground,Oblivious,Snow Cloak,50,50,40,30,30,50,250,225,127,Field,Field,TRUE,195,2,Yes,Johto,,1
221,SPECIES_PILOSWINE,Piloswine,Ice,Ground,Oblivious,Snow Cloak,100,100,80,60,60,50,450,75,127,Field,Field,TRUE,196,2,Yes,Johto,,1
222,SPECIES_CORSOLA,Corsola,Water,Rock,Hustle,Natural Cure,65,55,95,65,95,35,410,60,190,Water 1,Water 3,TRUE,173,2,Yes,Johto,,1
223,SPECIES_REMORAID,Remoraid,Water,,Hustle,Sniper,35,65,35,65,35,65,300,190,127,Water 1,Water 2,TRUE,174,2,Yes,Johto,,1
224,SPECIES_OCTILLERY,Octillery,Water,,Suction Cups,Sniper,75,105,75,105,75,45,480,75,127,Water 1,Water 2,TRUE,175,2,Yes,Johto,,1
225,SPECIES_DELIBIRD,Delibird,Ice,Flying,Vital Spirit,Hustle,45,55,45,65,45,75,330,45,127,Water 1,Field,TRUE,194,2,Yes,Johto,,1
226,SPECIES_MANTINE,Mantine,Water,Flying,Swift Swim,Water Absorb,85,40,70,80,140,70,485,25,127,Water 1,Water 1,TRUE,202,2,Yes,Johto,,1
227,SPECIES_SKARMORY,Skarmory,Steel,Flying,Keen Eye,Sturdy,65,80,140,40,70,70,465,25,127,Flying,Flying,TRUE,203,2,Yes,Johto,,1
228,SPECIES_HOUNDOUR,Houndour,Dark,Fire,Early Bird,Flash Fire,45,60,30,80,50,65,330,120,127,Field,Field,TRUE,214,2,Yes,Johto,,1
229,SPECIES_HOUNDOOM,Houndoom,Dark,Fire,Early Bird,Flash Fire,75,90,50,110,80,95,500,45,127,Field,Field,TRUE,215,2,Yes,Johto,,1
230,SPECIES_KINGDRA,Kingdra,Water,Dragon,Swift Swim,Sniper,75,95,95,95,95,85,540,45,127,Water 1,Dragon,TRUE,192,2,No,Johto,,1
231,SPECIES_PHANPY,Phanpy,Ground,,Pickup,,90,60,60,40,40,40,330,120,127,Field,Field,TRUE,200,2,Yes,Johto,,1
232,SPECIES_DONPHAN,Donphan,Ground,,Sturdy,,90,120,120,60,60,50,500,60,127,Field,Field,TRUE,201,2,Yes,Johto,,1
233,SPECIES_PORYGON2,Porygon2,Normal,,Trace,Download,85,80,90,105,95,60,515,45,255,Mineral,Mineral,TRUE,221,2,Yes,Johto,,1
234,SPECIES_STANTLER,Stantler,Normal,,Intimidate,Frisk,73,95,62,85,65,85,465,45,127,Field,Field,TRUE,131,2,Yes,Johto,,1
235,SPECIES_SMEARGLE,Smeargle,Normal,,Own Tempo,Technician,55,20,35,20,45,75,250,45,127,Field,Field,TRUE,159,2,Yes,Johto,,1
236,SPECIES_TYROGUE,Tyrogue,Fighting,,Guts,Steadfast,35,35,35,35,35,35,210,75,0,Undiscovered,Undiscovered,TRUE,145,2,Yes,Johto,,1
237,SPECIES_HITMONTOP,Hitmontop,Fighting,,Intimidate,Technician,50,95,95,35,110,70,455,45,0,Human Like,Human Like,TRUE,148,2,Yes,Johto,,1
238,SPECIES_SMOOCHUM,Smoochum,Ice,Psychic,Oblivious,Forewarn,45,30,15,85,65,65,305,45,254,Undiscovered,Undiscovered,TRUE,154,2,Yes,Johto,,1
239,SPECIES_ELEKID,Elekid,Electric,,Static,,45,63,37,65,55,95,360,45,63,Undiscovered,Undiscovered,TRUE,156,2,Yes,Johto,,1
240,SPECIES_MAGBY,Magby,Fire,,Flame Body,,45,75,37,70,55,83,365,45,63,Undiscovered,Undiscovered,TRUE,152,2,Yes,Johto,,1
241,SPECIES_MILTANK,Miltank,Normal,,Thick Fat,Scrappy,95,80,105,40,70,100,490,45,254,Field,Field,TRUE,151,2,Yes,Johto,,1
242,SPECIES_BLISSEY,Blissey,Normal,,Natural Cure,Serene Grace,255,10,10,75,135,55,540,30,254,Fairy,Fairy,TRUE,223,2,Yes,Johto,,1
243,SPECIES_RAIKOU,Raikou,Electric,,Pressure,,90,85,75,115,100,115,580,3,255,Undiscovered,Undiscovered,TRUE,243,2,Yes,Johto,,1
244,SPECIES_ENTEI,Entei,Fire,,Pressure,,115,115,85,90,75,100,580,3,255,Undiscovered,Undiscovered,TRUE,244,2,Yes,Johto,,1
245,SPECIES_SUICUNE,Suicune,Water,,Pressure,,100,75,115,90,115,85,580,3,255,Undiscovered,Undiscovered,TRUE,245,2,Yes,Johto,,1
246,SPECIES_LARVITAR,Larvitar,Rock,Ground,Guts,,50,64,50,45,50,41,300,45,127,Monster,Monster,TRUE,249,2,Yes,Johto,,1
247,SPECIES_PUPITAR,Pupitar,Rock,Ground,Shed Skin,,70,84,70,65,70,51,410,45,127,Monster,Monster,TRUE,250,2,Yes,Johto,,1
248,SPECIES_TYRANITAR,Tyranitar,Rock,Dark,Sand Stream,,100,134,110,95,100,61,600,45,127,Monster,Monster,TRUE,251,2,Yes,Johto,,1
249,SPECIES_LUGIA,Lugia,Psychic,Flying,Pressure,,106,90,130,90,154,110,680,3,255,Undiscovered,Undiscovered,TRUE,252,2,Yes,Johto,,1
250,SPECIES_HO_OH,Ho-oh,Fire,Flying,Pressure,,106,130,90,110,154,90,680,3,255,Undiscovered,Undiscovered,TRUE,253,2,Yes,Johto,,1
251,SPECIES_CELEBI,Celebi,Psychic,Grass,Natural Cure,,100,100,100,100,100,100,600,45,255,Undiscovered,Undiscovered,TRUE,256,2,Yes,Johto,,1
252,SPECIES_TREECKO,Treecko,Grass,,Overgrow,,40,45,35,65,55,70,310,45,31,Monster,Dragon,FALSE,,3,Maybe,,,1
253,SPECIES_GROVYLE,Grovyle,Grass,,Overgrow,,50,65,45,85,65,95,405,45,31,Monster,Dragon,FALSE,,3,Maybe,,,1
254,SPECIES_SCEPTILE,Sceptile,Grass,,Overgrow,,70,85,65,105,85,120,530,45,31,Monster,Dragon,FALSE,,3,Maybe,,,1
255,SPECIES_TORCHIC,Torchic,Fire,,Blaze,,45,60,40,70,50,45,310,45,31,Field,Field,FALSE,,3,Maybe,,,1
256,SPECIES_COMBUSKEN,Combusken,Fire,Fighting,Blaze,,60,85,60,85,60,55,405,45,31,Field,Field,FALSE,,3,Maybe,,,1
257,SPECIES_BLAZIKEN,Blaziken,Fire,Fighting,Blaze,,80,120,70,110,70,80,530,45,31,Field,Field,FALSE,,3,Maybe,,,1
258,SPECIES_MUDKIP,Mudkip,Water,,Torrent,,50,70,50,50,50,40,310,45,31,Monster,Water 1,FALSE,,3,Maybe,,,1
259,SPECIES_MARSHTOMP,Marshtomp,Water,Ground,Torrent,,70,85,70,60,70,50,405,45,31,Monster,Water 1,FALSE,,3,Maybe,,,1
260,SPECIES_SWAMPERT,Swampert,Water,Ground,Torrent,,100,110,90,85,90,60,535,45,31,Monster,Water 1,FALSE,,3,Maybe,,,1
261,SPECIES_POOCHYENA,Poochyena,Dark,,Run Away,Quick Feet,35,55,35,30,30,35,220,255,127,Field,Field,FALSE,,3,Yes,,,1
262,SPECIES_MIGHTYENA,Mightyena,Dark,,Intimidate,Quick Feet,70,90,70,60,60,70,420,127,127,Field,Field,FALSE,,3,Yes,,,1
263,SPECIES_ZIGZAGOON,Zigzagoon,Normal,,Pickup,Gluttony,38,30,41,30,41,60,240,255,127,Field,Field,FALSE,,3,No,,,1
264,SPECIES_LINOONE,Linoone,Normal,,Pickup,Gluttony,78,70,61,50,61,100,420,90,127,Field,Field,FALSE,,3,No,,,1
265,SPECIES_WURMPLE,Wurmple,Bug,,Shield Dust,,45,45,35,20,30,20,195,255,127,Bug,Bug,FALSE,,3,Yes,,,1
266,SPECIES_SILCOON,Silcoon,Bug,,Shed Skin,,50,35,55,25,25,15,205,120,127,Bug,Bug,FALSE,,3,Yes,,,1
267,SPECIES_BEAUTIFLY,Beautifly,Bug,Flying,Swarm,,60,70,50,100,50,65,395,45,127,Bug,Bug,FALSE,,3,Yes,,,1
268,SPECIES_CASCOON,Cascoon,Bug,,Shed Skin,,50,35,55,25,25,15,205,120,127,Bug,Bug,FALSE,,3,Yes,,,1
269,SPECIES_DUSTOX,Dustox,Bug,Poison,Shield Dust,,60,50,70,50,90,65,385,45,127,Bug,Bug,FALSE,,3,Yes,,,1
270,SPECIES_LOTAD,Lotad,Water,Grass,Swift Swim,Rain Dish,40,30,30,40,50,30,220,255,127,Water 1,Grass,FALSE,,3,No,,,1
271,SPECIES_LOMBRE,Lombre,Water,Grass,Swift Swim,Rain Dish,60,50,50,60,70,50,340,120,127,Water 1,Grass,FALSE,,3,No,,,1
272,SPECIES_LUDICOLO,Ludicolo,Water,Grass,Swift Swim,Rain Dish,80,70,70,90,100,70,480,45,127,Water 1,Grass,FALSE,,3,No,,,1
273,SPECIES_SEEDOT,Seedot,Grass,,Chlorophyll,Early Bird,40,40,50,30,30,30,220,255,127,Field,Grass,FALSE,,3,No,,,1
274,SPECIES_NUZLEAF,Nuzleaf,Grass,Dark,Chlorophyll,Early Bird,70,70,40,60,40,60,340,120,127,Field,Grass,FALSE,,3,No,,,1
275,SPECIES_SHIFTRY,Shiftry,Grass,Dark,Chlorophyll,Wind Rider,90,100,60,90,60,80,480,45,127,Field,Grass,FALSE,,3,No,,,1
276,SPECIES_TAILLOW,Taillow,Normal,Flying,Guts,,40,55,30,30,30,85,270,200,127,Flying,Flying,FALSE,,3,Yes,,,1
277,SPECIES_SWELLOW,Swellow,Normal,Flying,Guts,,60,85,60,75,50,125,455,45,127,Flying,Flying,FALSE,,3,Yes,,,1
278,SPECIES_WINGULL,Wingull,Water,Flying,Keen Eye,Hydration,40,30,30,55,30,85,270,190,127,Water 1,Flying,FALSE,,3,Yes,,,1
279,SPECIES_PELIPPER,Pelipper,Water,Flying,Keen Eye,Drizzle,60,50,100,95,70,65,440,45,127,Water 1,Flying,FALSE,,3,Yes,,,1
280,SPECIES_RALTS,Ralts,Psychic,Fairy,Synchronize,Trace,28,25,25,45,35,40,198,235,127,Human Like,Amorphous,FALSE,,3,No,,,1
281,SPECIES_KIRLIA,Kirlia,Psychic,Fairy,Synchronize,Trace,38,35,35,65,55,50,278,120,127,Human Like,Amorphous,FALSE,,3,No,,,1
282,SPECIES_GARDEVOIR,Gardevoir,Psychic,Fairy,Synchronize,Trace,68,65,65,125,115,80,518,45,127,Human Like,Amorphous,FALSE,,3,No,,,1
283,SPECIES_SURSKIT,Surskit,Bug,Water,Swift Swim,,40,30,32,50,52,65,269,200,127,Water 1,Bug,FALSE,,3,Yes,,,1
284,SPECIES_MASQUERAIN,Masquerain,Bug,Flying,Intimidate,,70,60,62,100,82,80,454,75,127,Water 1,Bug,FALSE,,3,Yes,,,1
285,SPECIES_SHROOMISH,Shroomish,Grass,,Effect Spore,Poison Heal,60,40,60,40,60,35,295,255,127,Fairy,Grass,FALSE,,3,Yes,,,1
286,SPECIES_BRELOOM,Breloom,Grass,Fighting,Effect Spore,Poison Heal,60,130,80,60,60,70,460,90,127,Fairy,Grass,FALSE,,3,Yes,,,1
287,SPECIES_SLAKOTH,Slakoth,Normal,,Truant,,60,60,60,35,35,30,280,255,127,Field,Field,FALSE,,3,Yes,,,1
288,SPECIES_VIGOROTH,Vigoroth,Normal,,Vital Spirit,,80,80,80,55,55,90,440,120,127,Field,Field,FALSE,,3,Yes,,,1
289,SPECIES_SLAKING,Slaking,Normal,,Truant,,150,160,100,95,65,100,670,45,127,Field,Field,FALSE,,3,Yes,,,1
290,SPECIES_NINCADA,Nincada,Bug,Ground,Compound Eyes,,31,45,90,30,30,40,266,255,127,Bug,Bug,FALSE,,3,No,,,1
291,SPECIES_NINJASK,Ninjask,Bug,Flying,Speed Boost,,61,90,45,50,50,160,456,120,127,Bug,Bug,FALSE,,3,No,,,1
292,SPECIES_SHEDINJA,Shedinja,Bug,Ghost,Wonder Guard,,1,90,45,30,30,40,236,45,255,Mineral,Mineral,FALSE,,3,no,,,1
293,SPECIES_WHISMUR,Whismur,Normal,,Soundproof,,64,51,23,51,23,28,240,190,127,Monster,Field,FALSE,,3,No,,,1
294,SPECIES_LOUDRED,Loudred,Normal,,Soundproof,,84,71,43,71,43,48,360,120,127,Monster,Field,FALSE,,3,No,,,1
295,SPECIES_EXPLOUD,Exploud,Normal,,Soundproof,,104,91,63,91,73,68,490,45,127,Monster,Field,FALSE,,3,No,,,1
296,SPECIES_MAKUHITA,Makuhita,Fighting,,Thick Fat,Guts,72,60,30,20,30,25,237,180,63,Human Like,Human Like,FALSE,,3,No,,,1
297,SPECIES_HARIYAMA,Hariyama,Fighting,,Thick Fat,Guts,144,120,60,40,60,50,474,200,63,Human Like,Human Like,FALSE,,3,No,,,1
298,SPECIES_AZURILL,Azurill,Normal,Fairy,Thick Fat,Huge Power,50,20,40,20,40,20,190,150,190,Undiscovered,Undiscovered,FALSE,,3,Yes,,Encountered early on,1
299,SPECIES_NOSEPASS,Nosepass,Rock,,Sturdy,Magnet Pull,30,45,135,45,90,30,375,255,127,Mineral,Mineral,FALSE,,3,No,,,1
300,SPECIES_SKITTY,Skitty,Normal,,Cute Charm,Normalize,50,45,45,35,35,50,260,255,190,Field,Fairy,FALSE,,3,No,,,1
301,SPECIES_DELCATTY,Delcatty,Normal,,Cute Charm,Normalize,70,65,65,55,55,90,400,60,190,Field,Fairy,FALSE,,3,No,,,1
302,SPECIES_SABLEYE,Sableye,Dark,Ghost,Keen Eye,Stall,50,75,75,65,65,50,380,45,127,Human Like,Human Like,FALSE,,3,No,,,1
303,SPECIES_MAWILE,Mawile,Steel,Fairy,Hyper Cutter,Intimidate,50,85,85,55,55,50,380,45,127,Field,Fairy,FALSE,,3,Maybe,,,1
304,SPECIES_ARON,Aron,Steel,Rock,Sturdy,Rock Head,50,70,100,40,40,30,330,180,127,Monster,Monster,FALSE,,3,Maybe,,,1
305,SPECIES_LAIRON,Lairon,Steel,Rock,Sturdy,Rock Head,60,90,140,50,50,40,430,90,127,Monster,Monster,FALSE,,3,Maybe,,,1
306,SPECIES_AGGRON,Aggron,Steel,Rock,Sturdy,Rock Head,70,110,180,60,60,50,530,45,127,Monster,Monster,FALSE,,3,Maybe,,,1
307,SPECIES_MEDITITE,Meditite,Fighting,Psychic,Pure Power,,30,40,55,40,55,60,280,180,127,Human Like,Human Like,FALSE,,3,Maybe,,,1
308,SPECIES_MEDICHAM,Medicham,Fighting,Psychic,Pure Power,,60,60,75,60,75,80,410,90,127,Human Like,Human Like,FALSE,,3,Maybe,,,1
309,SPECIES_ELECTRIKE,Electrike,Electric,,Static,Lightning Rod,40,45,40,65,40,65,295,120,127,Field,Field,FALSE,,3,No,,,1
310,SPECIES_MANECTRIC,Manectric,Electric,,Static,Lightning Rod,70,75,60,105,60,105,475,45,127,Field,Field,FALSE,,3,No,,,1
311,SPECIES_PLUSLE,Plusle,Electric,,Plus,,60,50,40,85,75,95,405,200,127,Fairy,Fairy,FALSE,,3,Yes,,,1
312,SPECIES_MINUN,Minun,Electric,,Minus,,60,40,50,75,85,95,405,200,127,Fairy,Fairy,FALSE,,3,Yes,,,1
313,SPECIES_VOLBEAT,Volbeat,Bug,,Illuminate,Swarm,65,73,75,47,85,85,430,150,0,Bug,Human Like,FALSE,,3,No,,,1
314,SPECIES_ILLUMISE,Illumise,Bug,,Oblivious,Tinted Lens,65,47,75,73,85,85,430,150,254,Bug,Human Like,FALSE,,3,No,,,1
315,SPECIES_ROSELIA,Roselia,Grass,Poison,Natural Cure,Poison Point,50,60,45,100,80,65,400,150,127,Fairy,Grass,FALSE,,3,No,,,1
316,SPECIES_GULPIN,Gulpin,Poison,,Liquid Ooze,Sticky Hold,70,43,53,43,53,40,302,225,127,Amorphous,Amorphous,FALSE,,3,Yes,,,1
317,SPECIES_SWALOT,Swalot,Poison,,Liquid Ooze,Sticky Hold,100,73,83,73,83,55,467,75,127,Amorphous,Amorphous,FALSE,,3,Yes,,,1
318,SPECIES_CARVANHA,Carvanha,Water,Dark,Rough Skin,,45,90,20,65,20,65,305,225,127,Water 2,Water 2,FALSE,,3,Maybe,,,1
319,SPECIES_SHARPEDO,Sharpedo,Water,Dark,Rough Skin,,70,120,40,95,40,95,460,60,127,Water 2,Water 2,FALSE,,3,Maybe,,,1
320,SPECIES_WAILMER,Wailmer,Water,,Water Veil,Oblivious,130,70,35,70,35,60,400,125,127,Field,Water 2,FALSE,,3,Maybe,,,1
321,SPECIES_WAILORD,Wailord,Water,,Water Veil,Oblivious,170,90,45,90,45,60,500,60,127,Field,Water 2,FALSE,,3,Maybe,,,1
322,SPECIES_NUMEL,Numel,Fire,Ground,Oblivious,Simple,60,60,40,65,45,35,305,255,127,Field,Field,FALSE,,3,No,,,1
323,SPECIES_CAMERUPT,Camerupt,Fire,Ground,Magma Armor,Solid Rock,70,100,70,105,75,40,460,150,127,Field,Field,FALSE,,3,No,,,1
324,SPECIES_TORKOAL,Torkoal,Fire,,White Smoke,Drought,70,85,140,85,70,20,470,90,127,Field,Field,FALSE,,3,Yes,,,1
325,SPECIES_SPOINK,Spoink,Psychic,,Thick Fat,Own Tempo,60,25,35,70,80,60,330,255,127,Field,Field,FALSE,,3,Yes,,,1
326,SPECIES_GRUMPIG,Grumpig,Psychic,,Thick Fat,Own Tempo,80,45,65,90,110,80,470,60,127,Field,Field,FALSE,,3,Yes,,,1
327,SPECIES_SPINDA,Spinda,Normal,,Own Tempo,Tangled Feet,60,60,60,60,60,60,360,255,127,Field,Human Like,FALSE,,3,No,,,1
328,SPECIES_TRAPINCH,Trapinch,Ground,,Hyper Cutter,Arena Trap,45,100,45,45,45,10,290,255,127,Bug,Dragon,FALSE,,3,No,,,1
329,SPECIES_VIBRAVA,Vibrava,Ground,Dragon,Levitate,,50,70,50,50,50,70,340,120,127,Bug,Dragon,FALSE,,3,,,,1
330,SPECIES_FLYGON,Flygon,Ground,Dragon,Levitate,,80,100,80,80,80,100,520,45,127,Bug,Dragon,FALSE,,3,,,,1
331,SPECIES_CACNEA,Cacnea,Grass,,Sand Veil,,50,85,40,85,40,35,335,190,127,Grass,Human Like,FALSE,,3,,,,1
